STATE,COUNTY,FIPS,winner12,winner08,per_dem,per_rep,per_other,pop_den,per_gt55,per_notw,per_vac,med_income,per_pov,STATE_NAME,SUB_REGION
AL,Autauga,1001,republican,republican,25.8,73.6,0.6,90.49335672,0.227336864,0.214692786,0.086469392,51622,10.7,Alabama,E S Cen
AL,Barbour,1005,democrat,republican,49,50.4,0.6,30.54169341,0.274064901,0.519976691,0.169836842,30896,24.5,Alabama,E S Cen
AL,Bibb,1007,republican,republican,26.6,72.4,1,36.62302174,0.246170631,0.2415012,0.114463868,41076,18.5,Alabama,E S Cen
AL,Blount,1009,republican,republican,14.5,84,1.5,87.76306055,0.27415303,0.074212344,0.096663457,46086,13.1,Alabama,E S Cen
AL,Bullock,1011,democrat,democrat,74.1,25.7,0.2,17.41954953,0.263514752,0.770295034,0.166481193,26980,33.6,Alabama,E S Cen
AL,Butler,1013,republican,republican,43.1,56.5,0.4,26.97112522,0.301427412,0.455817062,0.147832196,31449,22.3,Alabama,E S Cen
AL,Chambers,1017,republican,republican,45.5,53.9,0.6,56.94460141,0.306152272,0.412187637,0.180604564,35614,18.7,Alabama,E S Cen
AL,Cherokee,1019,republican,republican,23.7,74.9,1.5,43.44349669,0.329908808,0.073415676,0.346775681,38028,17.7,Alabama,E S Cen
AL,Chilton,1021,republican,republican,20.7,78.5,0.9,62.44240443,0.256971336,0.158788351,0.141093474,40292,17.1,Alabama,E S Cen
AL,Choctaw,1023,republican,republican,46.1,53.5,0.4,15.10383772,0.323399957,0.442167545,0.193011418,30728,22.9,Alabama,E S Cen
AL,Clarke,1025,republican,republican,44,55.6,0.4,20.63650413,0.286842411,0.455347811,0.182069948,34101,20.6,Alabama,E S Cen
AL,Clay,1027,republican,republican,25.8,73.1,1.1,22.99656925,0.306416882,0.183175423,0.16322314,33032,16.9,Alabama,E S Cen
AL,Cleburne,1029,republican,republican,18,80.4,1.7,26.71825472,0.294683409,0.05964467,0.123102114,37742,14.8,Alabama,E S Cen
AL,Coffee,1031,republican,republican,25.2,74.1,0.7,73.50943003,0.265155762,0.252622728,0.111106135,43145,15.2,Alabama,E S Cen
AL,Colbert,1033,republican,republican,39.1,59.3,1.6,87.0804736,0.306698758,0.195469244,0.115886327,39947,12.7,Alabama,E S Cen
AL,Conecuh,1035,democrat,republican,49.4,50,0.6,15.47966979,0.327109162,0.486846084,0.206964613,27068,24.9,Alabama,E S Cen
AL,Coosa,1037,republican,republican,40.9,58.4,0.8,17.26506823,0.326458099,0.337204264,0.259956777,36050,15.7,Alabama,E S Cen
AL,Covington,1039,republican,republican,20.5,78.8,0.7,36.13964039,0.318363564,0.152072024,0.175155345,33773,18.9,Alabama,E S Cen
AL,Crenshaw,1041,republican,republican,30.8,68.7,0.5,22.8447364,0.293614267,0.273910542,0.160801782,34402,18.9,Alabama,E S Cen
AL,Cullman,1043,republican,republican,16.6,81.9,1.5,106.9093505,0.2876651,0.0531428,0.14006585,39276,14.8,Alabama,E S Cen
AL,Dale,1045,republican,republican,27.3,71.9,0.9,89.39685931,0.252174086,0.258999821,0.115182784,42867,15,Alabama,E S Cen
AL,Dallas,1047,democrat,democrat,67.1,32.6,0.3,43.98961551,0.266613419,0.708603377,0.155581948,27992,29.9,Alabama,E S Cen
AL,DeKalb,1049,republican,republican,23.6,74.8,1.7,91.39099253,0.260192099,0.155001477,0.137162879,35377,18.7,Alabama,E S Cen
AL,Elmore,1051,republican,republican,24.2,75.1,0.7,121.3117041,0.23820032,0.237670706,0.13338641,53296,11.4,Alabama,E S Cen
AL,Escambia,1053,republican,republican,35.4,63.9,0.8,40.51521519,0.27505937,0.379315744,0.141271382,32009,24.1,Alabama,E S Cen
AL,Etowah,1055,republican,republican,30.2,68.4,1.4,189.726559,0.293545916,0.197328354,0.114173726,37264,16.7,Alabama,E S Cen
AL,Fayette,1057,republican,republican,25.1,73.9,1,27.38480858,0.319645032,0.135200974,0.15846865,34092,19.8,Alabama,E S Cen
AL,Franklin,1059,republican,republican,29.7,68.8,1.5,49.04797905,0.269682059,0.169820843,0.123805449,35248,19.5,Alabama,E S Cen
AL,Geneva,1061,republican,republican,18.3,80.8,0.9,46.30379078,0.312765957,0.136730123,0.139276425,32027,17.8,Alabama,E S Cen
AL,Greene,1063,democrat,democrat,83.1,16.5,0.4,13.72448724,0.311111111,0.825870647,0.248252447,26001,30.3,Alabama,E S Cen
AL,Hale,1065,democrat,democrat,60.7,39,0.4,24.04377991,0.284835025,0.602411168,0.180535598,31091,26,Alabama,E S Cen
AL,Henry,1067,republican,republican,34.9,64.6,0.5,30.80243161,0.328979309,0.314241128,0.213361827,36453,18.6,Alabama,E S Cen
AL,Houston,1069,republican,republican,29.3,70.1,0.6,175.649146,0.268900115,0.300294445,0.095986231,42523,15.1,Alabama,E S Cen
AL,Jackson,1071,republican,republican,30.5,67.5,2,47.13407526,0.303304714,0.091664005,0.132050351,36597,16.9,Alabama,E S Cen
AL,Jefferson,1073,democrat,democrat,52.2,47.1,0.8,585.750249,0.25377772,0.469728126,0.123053581,46269,13.8,Alabama,E S Cen
AL,Lamar,1075,republican,republican,22.8,76.6,0.6,24.09821056,0.329030486,0.133067839,0.170111504,32424,18.2,Alabama,E S Cen
AL,Lauderdale,1077,republican,republican,35,63.2,1.9,128.9401495,0.298396056,0.135876776,0.11671348,38592,17,Alabama,E S Cen
AL,Lawrence,1079,republican,republican,35.2,63.2,1.6,47.77498855,0.276566004,0.224001864,0.103421104,40655,15,Alabama,E S Cen
AL,Lee,1081,republican,republican,39.6,59.3,1.1,227.9693637,0.185979023,0.286929489,0.107531535,41770,15.5,Alabama,E S Cen
AL,Limestone,1083,republican,republican,28.4,70.3,1.2,136.4088867,0.242480249,0.19661279,0.100952054,46151,12.1,Alabama,E S Cen
AL,Lowndes,1085,democrat,democrat,74.9,24.9,0.3,15.5585015,0.280024781,0.746968758,0.153307393,30225,25.4,Alabama,E S Cen
AL,Macon,1087,democrat,democrat,86.9,12.8,0.3,34.99475569,0.275265709,0.845282491,0.171556682,27314,30.5,Alabama,E S Cen
AL,Madison,1089,republican,republican,41.9,56.9,1.2,412.2325665,0.234741391,0.318182497,0.080213319,55324,11.3,Alabama,E S Cen
AL,Marengo,1091,democrat,democrat,51.7,48.1,0.3,21.37709577,0.295715033,0.5362629,0.166259646,32381,22.6,Alabama,E S Cen
AL,Marion,1093,republican,republican,21,77.2,1.8,41.46405931,0.320217052,0.06449831,0.141548483,31602,19.6,Alabama,E S Cen
AL,Marshall,1095,republican,republican,21.2,77.6,1.2,148.9086571,0.269482579,0.124221933,0.112339497,36981,18,Alabama,E S Cen
AL,Monroe,1099,republican,republican,44.7,54.9,0.5,22.33865506,0.290315589,0.448673487,0.186976088,34072,21.8,Alabama,E S Cen
AL,Montgomery,1101,democrat,democrat,59.4,40.1,0.5,285.4518242,0.232012138,0.604748804,0.114717486,43297,17.6,Alabama,E S Cen
AL,Morgan,1103,republican,republican,27.5,71.3,1.3,199.6018235,0.265645661,0.201573353,0.081319712,46284,12.5,Alabama,E S Cen
AL,Perry,1105,democrat,democrat,72.4,27.3,0.4,14.72480871,0.287036163,0.697478992,0.166772219,26513,31.7,Alabama,E S Cen
AL,Pickens,1107,republican,republican,45.6,54,0.4,22.29671041,0.305327661,0.437354401,0.155119688,31053,25.6,Alabama,E S Cen
AL,Pike,1109,republican,republican,42.1,57.4,0.5,48.92347908,0.238031551,0.418097815,0.134735049,32284,22.5,Alabama,E S Cen
AL,Randolph,1111,republican,republican,29.5,69.1,1.4,39.35114342,0.305459783,0.234844848,0.235186113,34185,17.3,Alabama,E S Cen
AL,Russell,1113,democrat,democrat,53.3,46,0.7,82.67864145,0.243583206,0.462689104,0.136857085,28855,23.3,Alabama,E S Cen
AL,St Clair,1115,republican,republican,17.9,81.1,1,129.1567877,0.255583601,0.117856758,0.110210743,48804,12.6,Alabama,E S Cen
AL,Shelby,1117,republican,republican,22.8,76.2,1.1,242.2418559,0.22381526,0.169884922,0.085192046,71785,5.8,Alabama,E S Cen
AL,Sumter,1119,democrat,democrat,75,24.7,0.4,15.06386927,0.274576764,0.758337572,0.170498084,24221,32.9,Alabama,E S Cen
AL,Talladega,1121,republican,republican,40.3,58.8,0.9,107.2142647,0.272836641,0.346963824,0.140153149,35487,18.7,Alabama,E S Cen
AL,Tallapoosa,1123,republican,republican,31.4,67.9,0.7,54.28949825,0.316657055,0.301062092,0.231830311,35293,19.5,Alabama,E S Cen
AL,Tuscaloosa,1125,republican,republican,41.6,57.5,0.9,144.0189049,0.215318305,0.337271905,0.102872561,43744,17.3,Alabama,E S Cen
AL,Walker,1127,republican,republican,25.9,72.3,1.8,83.30864024,0.301732241,0.087686317,0.137753115,36221,17.4,Alabama,E S Cen
AL,Washington,1129,republican,republican,35,64.4,0.6,16.14708223,0.279335646,0.345429725,0.196146069,37076,18.2,Alabama,E S Cen
AL,Wilcox,1131,democrat,democrat,71,28.8,0.2,12.82628697,0.284661525,0.732133676,0.206231191,23090,30.2,Alabama,E S Cen
AL,Winston,1133,republican,republican,17.5,80.8,1.7,38.7473462,0.319882372,0.043906224,0.245452521,32018,18.3,Alabama,E S Cen
AZ,Apache,4001,democrat,democrat,63.4,35.2,1.3,6.388895221,0.225174082,0.767415196,0.299655533,31728,33.2,Arizona,Mtn
AZ,Cochise,4003,republican,republican,38.8,59.5,1.7,21.19080696,0.30632071,0.215164527,0.138480039,44000,16,Arizona,Mtn
AZ,Coconino,4005,democrat,democrat,57.8,40.8,1.3,7.205242743,0.202974238,0.382782452,0.26231424,47933,16,Arizona,Mtn
AZ,Gila,4007,republican,republican,35.3,63.1,1.6,11.21843401,0.395227345,0.232009254,0.327175974,38405,16.1,Arizona,Mtn
AZ,Graham,4009,republican,republican,29,69.8,1.2,7.97410205,0.213299301,0.279231596,0.143297381,40902,21.4,Arizona,Mtn
AZ,Greenlee,4011,republican,republican,40,58.8,1.2,4.581697443,0.236458457,0.227924618,0.270814273,53654,11.3,Arizona,Mtn
AZ,La Paz,4012,republican,republican,34.7,63.2,2.1,4.548237389,0.486456147,0.301771682,0.426880179,32973,26.1,Arizona,Mtn
AZ,Maricopa,4013,republican,republican,44.1,54.7,1.2,413.809648,0.225549806,0.269925182,0.13890009,56511,13.4,Arizona,Mtn
AZ,Mohave,4015,republican,republican,32.7,65.6,1.7,14.84933264,0.390471861,0.131417781,0.255808711,38641,16.8,Arizona,Mtn
AZ,Navajo,4017,republican,republican,43.5,55.2,1.3,10.74706178,0.252910683,0.507003323,0.373739857,39416,23.1,Arizona,Mtn
AZ,Pima,4019,democrat,democrat,52.4,46.4,1.2,106.4017187,0.279169978,0.256576041,0.118502911,46653,15.4,Arizona,Mtn
AZ,Pinal,4021,republican,republican,42.2,56.7,1.2,69.95769943,0.252492216,0.27611837,0.211227092,50208,14,Arizona,Mtn
AZ,Santa Cruz,4023,democrat,democrat,65.3,34,0.8,38.08633308,0.24976803,0.265394348,0.142865075,38490,18.5,Arizona,Mtn
AZ,Yavapai,4025,republican,republican,37,61.4,1.6,25.94257978,0.412276753,0.106703691,0.176841857,42311,12.9,Arizona,Mtn
AZ,Yuma,4027,republican,republican,42.6,56.3,1.1,35.41340546,0.253761156,0.295630674,0.262754696,39063,21.5,Arizona,Mtn
AR,Arkansas,5001,republican,republican,37.5,60,2.5,18.39940484,0.30443241,0.28182344,0.151653243,37295,20.1,Arkansas,W S Cen
AR,Ashley,5003,republican,republican,34.4,62.6,3,23.32012064,0.294559099,0.307051663,0.135345763,36079,18.3,Arkansas,W S Cen
AR,Baxter,5005,republican,republican,32.7,64.3,3,71.13896679,0.438392793,0.030881892,0.169707706,34666,16.8,Arkansas,W S Cen
AR,Benton,5007,republican,republican,30.7,67.2,2.1,253.2564386,0.220304601,0.174040725,0.118140604,51397,11.1,Arkansas,W S Cen
AR,Boone,5009,republican,republican,28.7,68.3,3,61.36699427,0.313009782,0.034658429,0.101444108,35729,15,Arkansas,W S Cen
AR,Bradley,5011,republican,republican,41.6,56,2.5,17.5798583,0.304136253,0.397462635,0.202559727,30621,24.1,Arkansas,W S Cen
AR,Carroll,5015,republican,republican,39.4,57.5,3.1,43.08866295,0.342527144,0.103949574,0.159746294,33594,15.6,Arkansas,W S Cen
AR,Chicot,5017,democrat,democrat,58.4,40.7,0.9,17.09110706,0.315508475,0.58779661,0.155321896,24809,30.4,Arkansas,W S Cen
AR,Clark,5019,republican,republican,46.9,50.7,2.4,26.0793872,0.258360513,0.281669928,0.154260953,34327,21.8,Arkansas,W S Cen
AR,Clay,5021,republican,republican,40.7,55,4.3,25.24968086,0.333519866,0.024933159,0.147677749,31910,18.1,Arkansas,W S Cen
AR,Cleburne,5023,republican,republican,26,70.2,3.8,43.80014903,0.378821717,0.032345013,0.300012637,36707,15.2,Arkansas,W S Cen
AR,Cleveland,5025,republican,republican,26,69.9,4.1,14.53827448,0.295891357,0.142363908,0.159448819,39567,19.5,Arkansas,W S Cen
AR,Columbia,5027,republican,republican,37.2,61.3,1.5,32.11744503,0.275700554,0.401433692,0.158416695,35162,20.7,Arkansas,W S Cen
AR,Conway,5029,republican,republican,38.7,57.6,3.7,37.38160785,0.29567997,0.157758661,0.129320988,36026,17.1,Arkansas,W S Cen
AR,Craighead,5031,republican,republican,36.5,61,2.6,135.225197,0.226247628,0.187882998,0.079575466,39989,17.5,Arkansas,W S Cen
AR,Crawford,5033,republican,republican,25.5,71.5,3,102.334567,0.252841093,0.109026926,0.102163508,42112,15.6,Arkansas,W S Cen
AR,Crittenden,5035,democrat,democrat,56.6,41.9,1.5,80.29479186,0.217044517,0.539389415,0.114616781,35112,20.5,Arkansas,W S Cen
AR,Cross,5037,republican,republican,36.2,61.6,2.2,28.73750591,0.283044208,0.244823727,0.108366229,34489,18.7,Arkansas,W S Cen
AR,Dallas,5039,republican,republican,44.3,53,2.7,12.11794214,0.326885165,0.448496796,0.238095238,31608,21,Arkansas,W S Cen
AR,Desha,5041,democrat,democrat,54.9,42.7,2.4,15.87360857,0.282825953,0.521063961,0.150135761,27555,29,Arkansas,W S Cen
AR,Drew,5043,republican,republican,39.3,58.4,2.3,22.20995998,0.265384408,0.311740234,0.124643197,34919,20.4,Arkansas,W S Cen
AR,Faulkner,5045,republican,republican,36.3,61.6,2.1,170.7376519,0.197665074,0.157342565,0.085771904,43553,16.2,Arkansas,W S Cen
AR,Franklin,5047,republican,republican,28.9,68.1,3,29.21298145,0.294289655,0.049875862,0.12267797,38192,17,Arkansas,W S Cen
AR,Fulton,5049,republican,republican,38.9,57.8,3.3,19.64464169,0.382523479,0.031686403,0.233402184,30364,18.7,Arkansas,W S Cen
AR,Garland,5051,republican,republican,36.4,61.4,2.3,130.7360186,0.352245272,0.136007665,0.189008467,38020,16.1,Arkansas,W S Cen
AR,Grant,5053,republican,republican,23,73.9,3.1,28.24651464,0.269478519,0.051139864,0.106341841,45165,11.5,Arkansas,W S Cen
AR,Greene,5055,republican,republican,33.4,63,3.6,72.82946976,0.262057496,0.035923022,0.081991952,37017,16.6,Arkansas,W S Cen
AR,Hempstead,5057,republican,republican,39,58.1,2.8,30.48597773,0.270777124,0.405944535,0.151646031,34221,20.6,Arkansas,W S Cen
AR,Hot Spring,5059,republican,republican,35.9,60.3,3.8,52.90926126,0.293503022,0.144093795,0.116382919,37619,15.7,Arkansas,W S Cen
AR,Howard,5061,republican,republican,36,61,3,23.16684509,0.272608601,0.282471535,0.139948702,33219,21.3,Arkansas,W S Cen
AR,Independence,5063,republican,republican,30,67.1,2.9,47.48537062,0.281414577,0.080743308,0.110953234,36019,15.1,Arkansas,W S Cen
AR,Izard,5065,republican,republican,34.3,61.2,4.5,23.28749959,0.387485397,0.042202103,0.207549779,30941,19.7,Arkansas,W S Cen
AR,Jackson,5067,republican,republican,39.5,55.9,4.6,28.03135712,0.287158971,0.201922543,0.115379555,30490,24.9,Arkansas,W S Cen
AR,Jefferson,5069,democrat,democrat,62.2,35.9,1.9,84.82569523,0.259611287,0.580202751,0.125219657,38018,20.6,Arkansas,W S Cen
AR,Johnson,5071,republican,republican,37.1,60.2,2.7,37.52851248,0.262881754,0.127642913,0.13252586,34307,17.4,Arkansas,W S Cen
AR,Lafayette,5073,republican,republican,39,58.1,2.9,14.10405047,0.326880314,0.392805755,0.27636113,28265,25.4,Arkansas,W S Cen
AR,Lawrence,5075,republican,republican,36.7,57.6,5.8,29.00010839,0.306747057,0.026586276,0.13275,31160,20.8,Arkansas,W S Cen
AR,Lee,5077,democrat,democrat,60.1,38.6,1.2,16.90233965,0.288372985,0.579719877,0.168044077,25178,38.6,Arkansas,W S Cen
AR,Lincoln,5079,republican,republican,38.8,57,4.2,24.31617223,0.237724636,0.334441772,0.13436214,34820,29,Arkansas,W S Cen
AR,Little River,5081,republican,republican,34,63,3,23.27973453,0.310606636,0.244704275,0.162383901,34996,18.4,Arkansas,W S Cen
AR,Logan,5083,republican,republican,28.9,67.7,3.4,30.68858872,0.303225518,0.067507717,0.138899881,37034,16.6,Arkansas,W S Cen
AR,Lonoke,5085,republican,republican,25.1,72.6,2.2,84.79245382,0.218034993,0.102448944,0.071368259,49241,11.7,Arkansas,W S Cen
AR,Madison,5087,republican,republican,33.9,62.8,3.4,18.72462884,0.293440224,0.064007126,0.174709263,33221,17,Arkansas,W S Cen
AR,Marion,5089,republican,republican,33.3,63.2,3.6,26.08837968,0.41578094,0.030444965,0.207718623,32648,17.7,Arkansas,W S Cen
AR,Miller,5091,republican,republican,32.3,65.8,1.9,67.7018046,0.260526437,0.283650085,0.106944661,38192,19.8,Arkansas,W S Cen
AR,Mississippi,5093,republican,republican,47.6,49.8,2.6,50.52073411,0.237564544,0.383541308,0.132851068,34211,23.5,Arkansas,W S Cen
AR,Monroe,5095,republican,republican,46.8,50.9,2.3,13.19625694,0.336605718,0.437476991,0.218630752,27044,26,Arkansas,W S Cen
AR,Montgomery,5097,republican,republican,30.1,65.3,4.6,11.80769766,0.374196269,0.055760514,0.305917057,34343,17.7,Arkansas,W S Cen
AR,Nevada,5099,republican,republican,40.6,56.7,2.7,14.5233223,0.313660109,0.340557964,0.189787421,31432,22,Arkansas,W S Cen
AR,Newton,5101,republican,republican,29.8,65.4,4.8,10.13221315,0.365786315,0.039495798,0.234348199,29273,23.3,Arkansas,W S Cen
AR,Ouachita,5103,republican,republican,43.6,54.5,1.9,35.11905054,0.312289433,0.430206738,0.161420623,34370,22,Arkansas,W S Cen
AR,Perry,5105,republican,republican,31.6,64.1,4.3,18.64785032,0.301005266,0.048444232,0.150193601,37595,16.2,Arkansas,W S Cen
AR,Phillips,5107,democrat,democrat,63.5,34.5,2,30.01426254,0.273429241,0.649859815,0.161465534,26436,34.9,Arkansas,W S Cen
AR,Pike,5109,republican,republican,27.5,68.8,3.8,18.39828452,0.296430786,0.099902577,0.20125448,37545,17.5,Arkansas,W S Cen
AR,Poinsett,5111,republican,republican,34.6,61.8,3.6,32.08928124,0.288247976,0.101452223,0.10702188,31511,23.8,Arkansas,W S Cen
AR,Polk,5113,republican,republican,25.5,71.3,3.3,23.9105055,0.337721421,0.073468202,0.155168966,30994,19.5,Arkansas,W S Cen
AR,Pope,5115,republican,republican,27.2,70.5,2.3,74.28367625,0.244874826,0.104948667,0.08602403,40728,15.7,Arkansas,W S Cen
AR,Prairie,5117,republican,republican,31,65.8,3.3,12.89854982,0.340447504,0.136087206,0.181656673,34703,18.1,Arkansas,W S Cen
AR,Pulaski,5119,democrat,democrat,55.1,43.5,1.4,473.828786,0.241764817,0.425076029,0.09559967,45215,16.5,Arkansas,W S Cen
AR,Randolph,5121,republican,republican,39.1,57.2,3.7,27.4098093,0.317491235,0.035060382,0.142605427,30508,20.4,Arkansas,W S Cen
AR,St Francis,5123,democrat,democrat,57.7,41.2,1.1,43.79380861,0.24456791,0.557576615,0.118040906,28442,31.4,Arkansas,W S Cen
AR,Saline,5125,republican,republican,28.4,69.4,2.2,146.8134912,0.271933755,0.094661962,0.075204749,50133,9.6,Arkansas,W S Cen
AR,Scott,5127,republican,republican,26.4,69.9,3.8,12.50486781,0.294133357,0.120448678,0.158867707,33458,19.9,Arkansas,W S Cen
AR,Searcy,5129,republican,republican,25,70.9,4.2,12.25297823,0.374374619,0.040024405,0.270612245,25547,24.2,Arkansas,W S Cen
AR,Sebastian,5131,republican,republican,31.6,66.3,2.1,230.7939621,0.247630106,0.233808373,0.092441126,39573,17.3,Arkansas,W S Cen
AR,Sevier,5133,republican,republican,28.2,68.2,3.6,29.26953757,0.230800797,0.299507562,0.132423406,32062,22.3,Arkansas,W S Cen
AR,Sharp,5135,republican,republican,33.6,62.5,3.9,29.02343147,0.389538925,0.039504171,0.25066178,31801,19.7,Arkansas,W S Cen
AR,Stone,5137,republican,republican,30,66.4,3.6,20.52503298,0.385589802,0.032192997,0.206644815,28724,19.4,Arkansas,W S Cen
AR,Union,5139,republican,republican,36,62.2,1.8,39.53519196,0.288623646,0.368956987,0.137485371,38616,19.8,Arkansas,W S Cen
AR,Van Buren,5141,republican,republican,32.1,63.8,4.1,23.80274009,0.371610292,0.040300665,0.281488642,35155,18.3,Arkansas,W S Cen
AR,Washington,5143,republican,republican,42.4,55.5,2,212.77404,0.191396843,0.200979982,0.130045098,42691,15,Arkansas,W S Cen
AR,White,5145,republican,republican,25,72.2,2.8,74.02073763,0.251115782,0.086291453,0.096835755,39283,16.7,Arkansas,W S Cen
AR,Woodruff,5147,democrat,democrat,51.1,43.7,5.2,12.21879293,0.332093664,0.300964187,0.194965322,26185,27.1,Arkansas,W S Cen
AR,Yell,5149,republican,republican,33.2,63.1,3.7,23.32923432,0.27103899,0.133378409,0.157198523,36459,17.6,Arkansas,W S Cen
CA,Alameda,6001,democrat,democrat,78.8,19.3,2,2038.42195,0.225951501,0.570195018,0.064219491,70217,10.4,California,Pacific
CA,Alpine,6003,democrat,democrat,61,36.4,2.6,1.586399547,0.341276596,0.250212766,0.717613636,49320,15.7,California,Pacific
CA,Amador,6005,republican,republican,41.5,56.1,2.3,62.89757309,0.384894069,0.129741934,0.192047471,53951,9.8,California,Pacific
CA,Butte,6007,republican,democrat,49.8,47.5,2.7,131.1334906,0.284977273,0.181381818,0.085741118,40308,20.7,California,Pacific
CA,Calaveras,6009,republican,republican,42.1,55.1,2.8,43.96775645,0.395432007,0.110930712,0.323688451,52850,11.5,California,Pacific
CA,Colusa,6011,republican,republican,40,58.1,2,18.42209342,0.227274849,0.353191092,0.104909298,44622,13.5,California,Pacific
CA,Del Norte,6015,republican,republican,45.4,52.1,2.5,28.04627285,0.265291856,0.262565537,0.114339353,36729,23.6,California,Pacific
CA,El Dorado,6017,republican,republican,43.6,54.1,2.2,101.4093316,0.301781749,0.134017829,0.203450584,67019,7.8,California,Pacific
CA,Fresno,6019,democrat,democrat,50.2,48.1,1.7,154.679235,0.195899833,0.446348541,0.082844475,43534,22.1,California,Pacific
CA,Glenn,6021,republican,republican,37.8,59.8,2.4,21.20749262,0.248488728,0.289168622,0.090740397,39641,16.9,California,Pacific
CA,Imperial,6025,democrat,democrat,62.2,36.1,1.7,38.70869347,0.199137101,0.412398011,0.123798313,36894,21.5,California,Pacific
CA,Inyo,6027,republican,republican,43.9,53,3.1,1.811795117,0.348053489,0.259085517,0.150770205,47197,11.6,California,Pacific
CA,Kern,6029,republican,republican,40.1,57.9,2,102.9699839,0.181891807,0.404779004,0.104642944,44716,20.5,California,Pacific
CA,Kings,6031,republican,republican,42,56.1,1.9,110.2955868,0.163117229,0.457276019,0.060045136,48614,17.9,California,Pacific
CA,Lake,6033,democrat,democrat,58.2,38.9,2.9,48.60708696,0.341220135,0.195345241,0.252000451,38926,17.9,California,Pacific
CA,Lassen,6035,republican,republican,31.5,65.7,2.8,7.367625377,0.2174237,0.268319243,0.208654603,47333,20.7,California,Pacific
CA,Los Angeles,6037,democrat,democrat,69.2,28.8,2,2490.658504,0.211726106,0.497219921,0.059177795,55452,15.3,California,Pacific
CA,Madera,6039,republican,republican,42.4,55.7,1.9,70.16691691,0.219368309,0.373903821,0.118498168,46066,18.2,California,Pacific
CA,Mariposa,6043,republican,republican,42.5,54.9,2.6,12.46985521,0.389238946,0.117692181,0.244895956,44419,13.5,California,Pacific
CA,Mendocino,6045,democrat,democrat,69.6,26.8,3.6,24.91349386,0.317733177,0.234776471,0.133373013,43134,17.7,California,Pacific
CA,Merced,6047,democrat,democrat,53.3,45,1.7,129.9388667,0.182198105,0.419917668,0.096250806,42629,21.5,California,Pacific
CA,Modoc,6049,republican,republican,29.7,67.4,2.9,2.305429875,0.365372703,0.165393351,0.217257319,35319,17.4,California,Pacific
CA,Mono,6051,democrat,democrat,55.5,42.3,2.2,4.530828388,0.230178848,0.176383608,0.585393905,55798,9.6,California,Pacific
CA,Monterey,6053,democrat,democrat,68.2,29.9,2,124.9189206,0.211151721,0.44413177,0.094226454,58822,12.7,California,Pacific
CA,Napa,6055,democrat,democrat,65.1,32.7,2.2,173.7361899,0.281622754,0.285447378,0.107434394,64829,9,California,Pacific
CA,Nevada,6057,republican,democrat,51.4,46.1,2.5,101.1292142,0.376209955,0.086377627,0.210363187,56030,9.2,California,Pacific
CA,Placer,6061,republican,republican,43.4,54.7,1.9,232.2028899,0.280341645,0.164895876,0.131157958,75029,6.7,California,Pacific
CA,Plumas,6063,republican,republican,42.8,54.7,2.5,7.682513954,0.403808667,0.110461339,0.42329436,48770,12,California,Pacific
CA,Riverside,6065,democrat,democrat,50.2,47.9,1.9,299.3709194,0.215708876,0.39024388,0.142932433,57590,12.6,California,Pacific
CA,Sacramento,6067,democrat,democrat,58.5,39.5,2,1439.574894,0.221448166,0.425459618,0.075525424,56882,13.3,California,Pacific
CA,San Benito,6069,democrat,democrat,60.5,37.7,1.8,39.72937563,0.204454577,0.36345872,0.05959709,64646,10.4,California,Pacific
CA,San Bernardino,6071,democrat,democrat,52.1,45.8,2.2,101.1648445,0.185922337,0.433394588,0.125806668,54768,14.7,California,Pacific
CA,San Joaquin,6077,democrat,democrat,54.4,43.8,1.8,481.7728561,0.204110281,0.490319653,0.080203632,54350,16.5,California,Pacific
CA,San Luis Obispo,6079,democrat,democrat,51.4,46,2.6,81.57697156,0.289789606,0.173867088,0.130409581,60088,12.1,California,Pacific
CA,San Mateo,6081,democrat,democrat,73.5,24.7,1.8,1578.916856,0.258123379,0.466164011,0.048680778,84879,6.5,California,Pacific
CA,Santa Clara,6085,democrat,democrat,69.4,28.6,2,1375.005141,0.214683983,0.530424182,0.043859982,88525,7.6,California,Pacific
CA,Santa Cruz,6087,democrat,democrat,77.5,19.8,2.7,582.1751785,0.248084853,0.275072223,0.096873923,66495,13.3,California,Pacific
CA,Shasta,6089,republican,republican,35.9,61.7,2.4,45.94830495,0.313012419,0.132584371,0.090114211,42362,17.7,California,Pacific
CA,Sierra,6091,republican,republican,37.3,58.2,4.5,3.382777724,0.422530864,0.067283951,0.363402062,44282,12.7,California,Pacific
CA,Siskiyou,6093,republican,republican,43.3,53.7,3.1,7.073595316,0.370445434,0.153006682,0.184232539,36823,16.4,California,Pacific
CA,Solano,6095,democrat,democrat,63.4,34.8,1.8,501.9665562,0.237269683,0.490131706,0.071644684,70173,9,California,Pacific
CA,Sonoma,6097,democrat,democrat,73.6,24,2.3,302.6250562,0.280872451,0.232426355,0.091640107,62314,10.4,California,Pacific
CA,Stanislaus,6099,democrat,democrat,49.9,48.1,2,340.0091439,0.207950969,0.344270516,0.079792538,50094,14.4,California,Pacific
CA,Sutter,6101,republican,republican,40.7,57.4,1.9,155.5792746,0.233224611,0.390428238,0.071504519,49146,15.5,California,Pacific
CA,Tehama,6103,republican,republican,36.6,60.7,2.7,21.53286001,0.288813955,0.185021193,0.119316708,38160,16.5,California,Pacific
